Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
Whare is the name for drums that have a set of wires held across some of all of the drum heads?,snares,S10,"['whare', 'is', 'the', 'name', 'for', 'drums', 'that', 'have', 'a', 'set', 'of', 'wires', 'held', 'across', 'some', 'of', 'all', 'of', 'the', 'drum', 'heads']","['<sos>', 'snares', '<eos>']","[3876, 7, 4, 73, 18, 209, 35, 21, 9, 993, 5, 3877, 389, 511, 114, 5, 89, 5, 4, 259, 985]","[2, 5157, 3]","[3876, 7, 4, 73, 18, 209, 35, 21, 9, 993, 5, 3877, 389, 511, 114, 5, 89, 5, 4, 259]","[2, 5157, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Had the drums been used in Sri Lanka since Before Christ?,yes,S10,"['had', 'the', 'drums', 'been', 'used', 'in', 'sri', 'lanka', 'since', 'before', 'christ']","['<sos>', 'yes', '<eos>']","[121, 4, 209, 60, 55, 8, 2209, 2210, 295, 183, 3878]","[2, 6, 3]","[121, 4, 209, 60, 55, 8, 2209, 2210, 295, 183, 3878, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are drums often used in music therapy?,yes,S10,"['are', 'drums', 'often', 'used', 'in', 'music', 'therapy']","['<sos>', 'yes', '<eos>']","[15, 209, 171, 55, 8, 373, 1447]","[2, 6, 3]","[15, 209, 171, 55, 8, 373, 1447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do drums consist of at least eight membranes?,no,S10,"['do', 'drums', 'consist', 'of', 'at', 'least', 'eight', 'membranes']","['<sos>', 'no', '<eos>']","[19, 209, 1306, 5, 36, 436, 824, 3879]","[2, 16, 3]","[19, 209, 1306, 5, 36, 436, 824, 3879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What has the most effect on how a drum sounds?,the drumhead,S10,"['what', 'has', 'the', 'most', 'effect', 'on', 'how', 'a', 'drum', 'sounds']","['<sos>', 'the', 'drumhead', '<eos>']","[10, 40, 4, 39, 807, 28, 17, 9, 259, 815]","[2, 4, 1448, 3]","[10, 40, 4, 39, 807, 28, 17, 9, 259, 815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 1448, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who constructed a kit using diatonic and chromatically tuned drums?,Terry Bozzio,S10,"['who', 'constructed', 'a', 'kit', 'using', 'diatonic', 'and', 'chromatically', 'tuned', 'drums']","['<sos>', 'terry', 'bozzio', '<eos>']","[33, 466, 9, 1365, 529, 3880, 11, 3881, 2211, 209]","[2, 5158, 5159, 3]","[33, 466, 9, 1365, 529, 3880, 11, 3881, 2211, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5158, 5159, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Drums are usually played by what?,"the hands, or by one or two sticks",S10,"['drums', 'are', 'usually', 'played', 'by', 'what']","['<sos>', 'the', 'hands', 'or', 'by', 'one', 'or', 'two', 'sticks', '<eos>']","[209, 15, 475, 250, 25, 10]","[2, 4, 1449, 38, 25, 59, 38, 51, 1457, 3]","[209, 15, 475, 250, 25, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 1449, 38, 25, 59, 38, 51, 1457, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Has the design of drums changed recently?,no,S10,"['has', 'the', 'design', 'of', 'drums', 'changed', 'recently']","['<sos>', 'no', '<eos>']","[40, 4, 610, 5, 209, 3882, 3883]","[2, 16, 3]","[40, 4, 610, 5, 209, 3882, 3883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can some cylindrical shell drums have no drum heads?,no,S10,"['can', 'some', 'cylindrical', 'shell', 'drums', 'have', 'no', 'drum', 'heads']","['<sos>', 'no', '<eos>']","[50, 114, 2212, 457, 209, 21, 16, 259, 985]","[2, 16, 3]","[50, 114, 2212, 457, 209, 21, 16, 259, 985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does every drumhead make the same sound?,no,S10,"['does', 'every', 'drumhead', 'make', 'the', 'same', 'sound']","['<sos>', 'no', '<eos>']","[23, 1060, 1448, 302, 4, 221, 238]","[2, 16, 3]","[23, 1060, 1448, 302, 4, 221, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Aren't drums often used in music therapy?,"Yes, drums are often used in music therapy.",S10,"['arent', 'drums', 'often', 'used', 'in', 'music', 'therapy']","['<sos>', 'yes', 'drums', 'are', 'often', 'used', 'in', 'music', 'therapy', '<eos>']","[2213, 209, 171, 55, 8, 373, 1447]","[2, 6, 209, 15, 171, 55, 8, 373, 1447, 3]","[2213, 209, 171, 55, 8, 373, 1447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 209, 15, 171, 55, 8, 373, 1447, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Aren't drums usually played by the hands?,Yes.,S10,"['arent', 'drums', 'usually', 'played', 'by', 'the', 'hands']","['<sos>', 'yes', '<eos>']","[2213, 209, 475, 250, 25, 4, 1449]","[2, 6, 3]","[2213, 209, 475, 250, 25, 4, 1449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are drums usually played by the hands?,Yes,S10,"['are', 'drums', 'usually', 'played', 'by', 'the', 'hands']","['<sos>', 'yes', '<eos>']","[15, 209, 475, 250, 25, 4, 1449]","[2, 6, 3]","[15, 209, 475, 250, 25, 4, 1449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do many such drums have six to ten tension rods?,Yes.,S10,"['do', 'many', 'such', 'drums', 'have', 'six', 'to', 'ten', 'tension', 'rods']","['<sos>', 'yes', '<eos>']","[19, 29, 666, 209, 21, 322, 13, 969, 1450, 3884]","[2, 6, 3]","[19, 29, 666, 209, 21, 322, 13, 969, 1450, 3884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Do drums consist of at least one membrane, called a drumhead or drum skin, that is stretched over a shell and struck, either directly with parts of a player's body, or with some sort of implement such as a drumstick, to produce sound?",yes,S10,"['do', 'drums', 'consist', 'of', 'at', 'least', 'one', 'membrane', 'called', 'a', 'drumhead', 'or', 'drum', 'skin', 'that', 'is', 'stretched', 'over', 'a', 'shell', 'and', 'struck', 'either', 'directly', 'with', 'parts', 'of', 'a', 'players', 'body', 'or', 'with', 'some', 'sort', 'of', 'implement', 'such', 'as', 'a', 'drumstick', 'to', 'produce', 'sound']","['<sos>', 'yes', '<eos>']","[19, 209, 1306, 5, 36, 436, 59, 3885, 53, 9, 1448, 38, 259, 508, 35, 7, 3886, 247, 9, 457, 11, 3887, 1373, 2214, 34, 472, 5, 9, 673, 274, 38, 34, 114, 1230, 5, 3888, 666, 20, 9, 3889, 13, 544, 238]","[2, 6, 3]","[19, 209, 1306, 5, 36, 436, 59, 3885, 53, 9, 1448, 38, 259, 508, 35, 7, 3886, 247, 9, 457]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Have other techniques been used to cause drums to make sound, such as the ``Thumb roll''?",Yes,S10,"['have', 'other', 'techniques', 'been', 'used', 'to', 'cause', 'drums', 'to', 'make', 'sound', 'such', 'as', 'the', 'thumb', 'roll']","['<sos>', 'yes', '<eos>']","[21, 109, 3890, 60, 55, 13, 759, 209, 13, 302, 238, 666, 20, 4, 3891, 1446]","[2, 6, 3]","[21, 109, 3890, 60, 55, 13, 759, 209, 13, 302, 238, 666, 20, 4, 3891, 1446, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the electric eel a true eel?,No,S10,"['is', 'the', 'electric', 'eel', 'a', 'true', 'eel']","['<sos>', 'no', '<eos>']","[7, 4, 795, 1061, 9, 84, 1061]","[2, 16, 3]","[7, 4, 795, 1061, 9, 84, 1061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are most eels predators?,Yes,S10,"['are', 'most', 'eels', 'predators']","['<sos>', 'yes', '<eos>']","[15, 39, 825, 435]","[2, 6, 3]","[15, 39, 825, 435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is eel blood toxic to humans?,Yes,S10,"['is', 'eel', 'blood', 'toxic', 'to', 'humans']","['<sos>', 'yes', '<eos>']","[7, 1061, 1451, 3892, 13, 534]","[2, 6, 3]","[7, 1061, 1451, 3892, 13, 534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many species of true eels are there?,approximately 800 species,S10,"['how', 'many', 'species', 'of', 'true', 'eels', 'are', 'there']","['<sos>', 'approximately', '800', 'species', '<eos>']","[17, 29, 57, 5, 84, 825, 15, 41]","[2, 637, 5160, 57, 3]","[17, 29, 57, 5, 84, 825, 15, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 637, 5160, 57, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where is smoked eel considered a delicacy?,"Northern Germany, The Netherlands, Denmark, Sweden",S10,"['where', 'is', 'smoked', 'eel', 'considered', 'a', 'delicacy']","['<sos>', 'northern', 'germany', 'the', 'netherlands', 'denmark', 'sweden', '<eos>']","[31, 7, 1934, 1061, 344, 9, 2114]","[2, 218, 413, 4, 5161, 2505, 692, 3]","[31, 7, 1934, 1061, 344, 9, 2114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 218, 413, 4, 5161, 2505, 692, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How do eels begin life?,"As flat and transparent larvae, called leptocephali",S10,"['how', 'do', 'eels', 'begin', 'life']","['<sos>', 'as', 'flat', 'and', 'transparent', 'larvae', 'called', 'leptocephali', '<eos>']","[17, 19, 825, 485, 198]","[2, 20, 2444, 11, 2207, 1111, 53, 2215, 3]","[17, 19, 825, 485, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 20, 2444, 11, 2207, 1111, 53, 2215, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What types of fins do eels have?,"Dorsal, anal, caudal, tail fins",S10,"['what', 'types', 'of', 'fins', 'do', 'eels', 'have']","['<sos>', 'dorsal', 'anal', 'caudal', 'tail', 'fins', '<eos>']","[10, 717, 5, 1062, 19, 825, 21]","[2, 5162, 5163, 5164, 747, 1062, 3]","[10, 717, 5, 1062, 19, 825, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5162, 5163, 5164, 747, 1062, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What do leptocephali eat?,Marine snow,S10,"['what', 'do', 'leptocephali', 'eat']","['<sos>', 'marine', 'snow', '<eos>']","[10, 19, 2215, 241]","[2, 1860, 720, 3]","[10, 19, 2215, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1860, 720, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do all eels live in fresh water?,No,S10,"['do', 'all', 'eels', 'live', 'in', 'fresh', 'water']","['<sos>', 'no', '<eos>']","[19, 89, 825, 83, 8, 3893, 99]","[2, 16, 3]","[19, 89, 825, 83, 8, 3893, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Finnish an official language of the European Union?,Yes,S10,"['is', 'finnish', 'an', 'official', 'language', 'of', 'the', 'european', 'union']","['<sos>', 'yes', '<eos>']","[7, 440, 22, 96, 37, 5, 4, 194, 450]","[2, 6, 3]","[7, 440, 22, 96, 37, 5, 4, 194, 450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are the dialects of Finnish divided into two groups?,Yes,S10,"['are', 'the', 'dialects', 'of', 'finnish', 'divided', 'into', 'two', 'groups']","['<sos>', 'yes', '<eos>']","[15, 4, 655, 5, 440, 442, 108, 51, 539]","[2, 6, 3]","[15, 4, 655, 5, 440, 442, 108, 51, 539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Finnish threatened by English?,No,S10,"['is', 'finnish', 'threatened', 'by', 'english']","['<sos>', 'no', '<eos>']","[7, 440, 826, 25, 87]","[2, 16, 3]","[7, 440, 826, 25, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did Proto-Uralic language arrive in Finland?,Around 1900 BCE,S10,"['when', 'did', 'protouralic', 'language', 'arrive', 'in', 'finland']","['<sos>', 'around', '1900', 'bce', '<eos>']","[24, 14, 3894, 37, 2022, 8, 219]","[2, 365, 2541, 5165, 3]","[24, 14, 3894, 37, 2022, 8, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 365, 2541, 5165, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are characteristic features of Finnish?,Vowel harmony and an agglutinative morphology,S10,"['what', 'are', 'characteristic', 'features', 'of', 'finnish']","['<sos>', 'vowel', 'harmony', 'and', 'an', 'agglutinative', 'morphology', '<eos>']","[10, 15, 3895, 665, 5, 440]","[2, 787, 1517, 11, 22, 2292, 5166, 3]","[10, 15, 3895, 665, 5, 440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 787, 1517, 11, 22, 2292, 5166, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where is the Kven language spoken?,Norway,S10,"['where', 'is', 'the', 'kven', 'language', 'spoken']","['<sos>', 'norway', '<eos>']","[31, 7, 4, 3896, 37, 169]","[2, 1651, 3]","[31, 7, 4, 3896, 37, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1651, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
For how long has the classification of dialects spoken outside of Finland been a controversial issue?,Since Finland's independence in 1917,S10,"['for', 'how', 'long', 'has', 'the', 'classification', 'of', 'dialects', 'spoken', 'outside', 'of', 'finland', 'been', 'a', 'controversial', 'issue']","['<sos>', 'since', 'finlands', 'independence', 'in', '1917', '<eos>']","[18, 17, 80, 40, 4, 3897, 5, 655, 169, 1008, 5, 219, 60, 9, 1862, 851]","[2, 295, 1652, 515, 8, 703, 3]","[18, 17, 80, 40, 4, 3897, 5, 655, 169, 1008, 5, 219, 60, 9, 1862, 851, 0, 0, 0, 0]","[2, 295, 1652, 515, 8, 703, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who wrote the first novel in Finnish?,Aleksis Kivi,S10,"['who', 'wrote', 'the', 'first', 'novel', 'in', 'finnish']","['<sos>', 'aleksis', 'kivi', '<eos>']","[33, 1041, 4, 44, 1452, 8, 440]","[2, 5167, 5168, 3]","[33, 1041, 4, 44, 1452, 8, 440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5167, 5168, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What book defined the official Finnish language?,The Dictionary of Contemporary Finnish,S10,"['what', 'book', 'defined', 'the', 'official', 'finnish', 'language']","['<sos>', 'the', 'dictionary', 'of', 'contemporary', 'finnish', '<eos>']","[10, 3898, 2216, 4, 96, 440, 37]","[2, 4, 5169, 5, 1071, 440, 3]","[10, 3898, 2216, 4, 96, 440, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 5169, 5, 1071, 440, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the earliest extant transverse flute?,it dates from 433 BC,S10,"['what', 'is', 'the', 'earliest', 'extant', 'transverse', 'flute']","['<sos>', 'it', 'dates', 'from', '433', 'bc', '<eos>']","[10, 7, 4, 644, 1312, 3899, 224]","[2, 27, 5170, 26, 5171, 482, 3]","[10, 7, 4, 644, 1312, 3899, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 27, 5170, 26, 5171, 482, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When does a flute produce sound?,when a stream of air directed across a hole in the instrument creates a vibration of air at the hole,S10,"['when', 'does', 'a', 'flute', 'produce', 'sound']","['<sos>', 'when', 'a', 'stream', 'of', 'air', 'directed', 'across', 'a', 'hole', 'in', 'the', 'instrument', 'creates', 'a', 'vibration', 'of', 'air', 'at', 'the', 'hole', '<eos>']","[24, 23, 9, 224, 544, 238]","[2, 24, 9, 2034, 5, 185, 5172, 511, 9, 1371, 8, 4, 240, 5173, 9, 1516, 5, 185, 36, 4, 1371, 3]","[24, 23, 9, 224, 544, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 24, 9, 2034, 5, 185, 5172, 511, 9, 1371, 8, 4, 240, 5173, 9, 1516, 5, 185, 36, 4]"
How can a flute's volume be increased?,a flute's volume can generally be increased by making its resonator and tone holes larger,S10,"['how', 'can', 'a', 'flutes', 'volume', 'be', 'increased']","['<sos>', 'a', 'flutes', 'volume', 'can', 'generally', 'be', 'increased', 'by', 'making', 'its', 'resonator', 'and', 'tone', 'holes', 'larger', '<eos>']","[17, 50, 9, 308, 1063, 56, 1453]","[2, 9, 308, 1063, 50, 437, 56, 1453, 25, 1048, 63, 2542, 11, 668, 772, 162, 3]","[17, 50, 9, 308, 1063, 56, 1453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 308, 1063, 50, 437, 56, 1453, 25, 1048, 63, 2542, 11, 668, 772, 162, 3, 0, 0, 0]"
Do open-ended flutes have brighter timbres?,yes,S10,"['do', 'openended', 'flutes', 'have', 'brighter', 'timbres']","['<sos>', 'yes', '<eos>']","[19, 3900, 308, 21, 3901, 3902]","[2, 6, 3]","[19, 3900, 308, 21, 3901, 3902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where was the oldest flute ever discovered found?,Germany,S10,"['where', 'was', 'the', 'oldest', 'flute', 'ever', 'discovered', 'found']","['<sos>', 'germany', '<eos>']","[31, 12, 4, 645, 224, 486, 255, 291]","[2, 413, 3]","[31, 12, 4, 645, 224, 486, 255, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 413, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are Western flutes simpler than Indian flutes?,no,S10,"['are', 'western', 'flutes', 'simpler', 'than', 'indian', 'flutes']","['<sos>', 'no', '<eos>']","[15, 403, 308, 3903, 42, 1023, 308]","[2, 16, 3]","[15, 403, 308, 3903, 42, 1023, 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Why is a police whistle very wide for its pitch?,A flute's volume can generally be increased by making its resonator and tone holes larger,S10,"['why', 'is', 'a', 'police', 'whistle', 'very', 'wide', 'for', 'its', 'pitch']","['<sos>', 'a', 'flutes', 'volume', 'can', 'generally', 'be', 'increased', 'by', 'making', 'its', 'resonator', 'and', 'tone', 'holes', 'larger', '<eos>']","[54, 7, 9, 3904, 2033, 439, 745, 18, 63, 1049]","[2, 9, 308, 1063, 50, 437, 56, 1453, 25, 1048, 63, 2542, 11, 668, 772, 162, 3]","[54, 7, 9, 3904, 2033, 439, 745, 18, 63, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 308, 1063, 50, 437, 56, 1453, 25, 1048, 63, 2542, 11, 668, 772, 162, 3, 0, 0, 0]"
What are the two main varieties of Indian flutes?,"The first, the Bansuri. The second, the Venu or Pullanguzhal",S10,"['what', 'are', 'the', 'two', 'main', 'varieties', 'of', 'indian', 'flutes']","['<sos>', 'the', 'first', 'the', 'bansuri', 'the', 'second', 'the', 'venu', 'or', 'pullanguzhal', '<eos>']","[10, 15, 4, 51, 299, 1057, 5, 1023, 308]","[2, 4, 44, 4, 5174, 4, 269, 4, 5175, 38, 5176, 3]","[10, 15, 4, 51, 299, 1057, 5, 1023, 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 44, 4, 5174, 4, 269, 4, 5175, 38, 5176, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
Has the flute been dated to prehistoric times?,yes,S10,"['has', 'the', 'flute', 'been', 'dated', 'to', 'prehistoric', 'times']","['<sos>', 'yes', '<eos>']","[40, 4, 224, 60, 3905, 13, 952, 540]","[2, 6, 3]","[40, 4, 224, 60, 3905, 13, 952, 540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was the pan flute used in Greece?,yes,S10,"['was', 'the', 'pan', 'flute', 'used', 'in', 'greece']","['<sos>', 'yes', '<eos>']","[12, 4, 1369, 224, 55, 8, 1384]","[2, 6, 3]","[12, 4, 1369, 224, 55, 8, 1384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can a flute be played with several different air sources?,yes,S10,"['can', 'a', 'flute', 'be', 'played', 'with', 'several', 'different', 'air', 'sources']","['<sos>', 'yes', '<eos>']","[50, 9, 224, 56, 250, 34, 317, 256, 185, 670]","[2, 6, 3]","[50, 9, 224, 56, 250, 34, 317, 256, 185, 670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When was the pan flute used in Greece?,the 7th century BC,S10,"['when', 'was', 'the', 'pan', 'flute', 'used', 'in', 'greece']","['<sos>', 'the', '7th', 'century', 'bc', '<eos>']","[24, 12, 4, 1369, 224, 55, 8, 1384]","[2, 4, 1505, 149, 482, 3]","[24, 12, 4, 1369, 224, 55, 8, 1384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 1505, 149, 482, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did concert flutes begin appearing in concert ensembles?,the 16th-century,S10,"['when', 'did', 'concert', 'flutes', 'begin', 'appearing', 'in', 'concert', 'ensembles']","['<sos>', 'the', '16thcentury', '<eos>']","[24, 14, 1024, 308, 485, 3906, 8, 1024, 2217]","[2, 4, 5177, 3]","[24, 14, 1024, 308, 485, 3906, 8, 1024, 2217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 5177, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many main varieties of Indian flutes are currently used?,two,S10,"['how', 'many', 'main', 'varieties', 'of', 'indian', 'flutes', 'are', 'currently', 'used']","['<sos>', 'two', '<eos>']","[17, 29, 299, 1057, 5, 1023, 308, 15, 1454, 55]","[2, 51, 3]","[17, 29, 299, 1057, 5, 1023, 308, 15, 1454, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 51, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What material is a chi flute fashioned from?,lacquered bamboo,S10,"['what', 'material', 'is', 'a', 'chi', 'flute', 'fashioned', 'from']","['<sos>', 'lacquered', 'bamboo', '<eos>']","[10, 2218, 7, 9, 3907, 224, 3908, 26]","[2, 5178, 2543, 3]","[10, 2218, 7, 9, 3907, 224, 3908, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5178, 2543, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How does a flute player change the pitch of the sound?,by opening and closing holes in the body of the instrument,S10,"['how', 'does', 'a', 'flute', 'player', 'change', 'the', 'pitch', 'of', 'the', 'sound']","['<sos>', 'by', 'opening', 'and', 'closing', 'holes', 'in', 'the', 'body', 'of', 'the', 'instrument', '<eos>']","[17, 23, 9, 224, 1020, 2219, 4, 1049, 5, 4, 238]","[2, 25, 1753, 11, 5179, 772, 8, 4, 274, 5, 4, 240, 3]","[17, 23, 9, 224, 1020, 2219, 4, 1049, 5, 4, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 25, 1753, 11, 5179, 772, 8, 4, 274, 5, 4, 240, 3, 0, 0, 0, 0, 0, 0, 0]"
